"","day","NO2_mean","SO2_mean","Ozone_mean","PM2.5_mean","ratio_mean","NO2_sd","SO2_sd","Ozone_sd","PM2.5_sd","NO2_median","SO2_median","Ozone_median","PM2.5_median","NO2_IQR","SO2_IQR","Ozone_IQR","PM2.5_IQR"
"1",2019-01-01,80.0239130434783,8.39478260869565,82.3091304347826,66.8152173913043,NA,21.287785814903,2.41690235550538,46.9264058164042,20.7483867652327,81.57,8.2,84.87,70.75,32.4,3.325,65.64,27.875
"2",2019-01-02,77.1258333333333,7.79416666666667,79.0833333333333,51.8333333333333,NA,17.6026808523135,3.11477393508207,48.1761994879365,15.9722358748104,79.225,7.7,95.99,49.375,20.1775,5.0275,90.285,20.125
"3",2019-01-03,79.6420833333333,8.94652173913044,76.1209523809524,53.5869565217391,NA,19.4671993875019,2.63097736539735,40.1285186500526,20.334784446805,81.415,9.75,76.63,54.75,17.1625,3.975,51.11,34.875
"4",2019-01-04,82.4525,8.61416666666667,59.66125,56.84375,NA,13.7406383150255,2.53717219628924,36.1394045224756,23.4078689505121,86.5,8.125,60.025,50,16.5575,2.845,57.7825,14.3125
"5",2019-01-05,82.3020833333333,8.21291666666667,74.1404166666667,50.0520833333333,NA,14.9132182334904,2.45957486458387,43.1537969994648,12.8921064421022,85.025,8.62,82.535,50,15.465,2.7025,69.4825,19.25
"6",2019-01-06,75.11625,6.00625,101.667083333333,60.7291666666667,NA,15.0352446264855,2.44090292007228,52.0015218405374,12.5570257197927,78.485,5.72,97.19,61,25.5125,3.9,79.1225,16.625
"7",2019-01-07,84.02875,8.69375,98.3775,65.4347826086957,NA,20.1463863007305,2.53511994828133,52.6713817107145,16.1164472369534,88.46,8.96,108.44,63.25,30.545,3.9025,80.7975,17.125
"8",2019-01-08,84.8579166666667,7.64,72.6195833333333,60.3586956521739,NA,16.3878931927537,2.35155637638232,65.8906334624255,14.2883904890228,80.825,7.335,35.67,58.25,17.445,2.2425,125.745,15.875
"9",2019-01-09,87.2870833333333,11.8854166666667,101.549090909091,64.7083333333333,NA,18.6740576804727,4.61566800400423,63.5445652323058,22.6383027990878,91.075,10.63,117.13,59.625,23.99,7.6925,111.515,22.1875
"10",2019-01-10,91.8620833333333,9.50291666666667,86.4,69.1354166666667,NA,15.791787898659,2.88527970035409,62.2543069926124,22.3741625015313,93.415,9.735,81.56,63.75,20.24,2.4525,106.805,23.875
"11",2019-01-11,87.2545833333333,9.64375,92.185,68.1354166666667,NA,23.2672912754601,2.41910118504338,56.0527418088153,16.5093812538223,92.76,9.495,87.51,64.75,35.7725,3.6475,75.1425,12.875
"12",2019-01-12,87.25375,9.15,84.9545833333333,75.6770833333333,NA,20.7157517913932,3.46867409826867,56.3225529759783,16.2233860935558,83.775,8.7,73.325,73.375,23.31,4.315,91.8025,23.625
"13",2019-01-13,73.7719047619048,10.0895238095238,76.9709090909091,60.8815789473684,NA,18.531833589542,5.45426665665557,56.6613187035868,14.5853256784413,68.83,9.62,63.92,56,32.1,8.52,91.6175,15.625
"14",2019-01-14,81.9358333333333,8.83041666666667,65.6140909090909,70.7368421052632,NA,20.318072468632,2.51523614444426,46.4999935134753,15.9646905710458,82.35,9.23,57.77,69.25,26.7025,2.4575,70.5275,22.75
"15",2019-01-15,81.3341666666667,8.97083333333333,77.8441666666667,56.0434782608696,NA,13.0627994591567,4.22149151126828,48.2040611600189,25.082777975897,81.54,8.86,92.88,49.75,14.56,4.69,76.6925,15.5
"16",2019-01-16,81.6382608695652,7.18458333333333,115.458181818182,64.445652173913,NA,21.776561764716,3.22607040431904,60.4979183928681,18.5883878283012,77.32,7.04,121.89,65,28.035,4.5575,104.995,24.5
"17",2019-01-17,NA,6.60541666666667,76.8970833333333,66.8645833333333,NA,NA,3.1968476037261,50.687481215708,12.7191611629229,NA,6.64,81.955,65.5,NA,4.5625,94.215,13.25
"18",2019-01-18,NA,6.27333333333333,71.9620833333333,78.5729166666667,NA,NA,2.23023817536168,38.9173409408428,21.7074770687062,NA,6.415,81.88,76.25,NA,1.615,64.8675,18.625
"19",2019-01-19,NA,6.54708333333333,59.5920833333333,68.4479166666667,NA,NA,2.02413584173521,41.9472270917686,22.8425588643439,NA,6.695,63.97,67.75,NA,2.7725,69.64,21.375
"20",2019-01-20,NA,7.675,83.8533333333333,48.0208333333333,NA,NA,3.00041839187734,40.4957206184283,12.3398252107509,NA,7.605,87.32,44.5,NA,4.1875,58.0425,12.8125
"21",2019-01-21,NA,6.11,100.01375,55.6770833333333,NA,NA,3.12203807458052,43.745192015312,17.0409479934214,NA,6.635,103.39,59.125,NA,5.0025,66.7025,19.5
"22",2019-01-22,NA,9.41833333333333,91.917,85.625,NA,NA,6.231548531581,70.0767557453217,27.851834811749,NA,8.145,100.425,73.125,NA,7.74,133.1975,26.5625
"23",2019-01-23,63.4269565217391,11.1779166666667,73.1294444444444,61.8913043478261,NA,27.754983735077,3.56826224807181,55.9981874152267,12.5961813493209,56.97,9.825,53.58,61,23.94,4.7675,31.0375,11.75
"24",2019-01-24,59.57625,8.3475,77.4871428571429,52.6354166666667,NA,19.8580899761281,2.69267000189968,53.4249867705044,15.0731872453003,54.415,7.96,63.84,48.375,22.7325,3.5575,57.23,16.5
"25",2019-01-25,51.94875,10.10375,87.0841666666667,38.2083333333333,NA,16.665102384924,3.31682379825876,48.5471746293515,11.7957404495701,52.48,11.11,86.955,40.375,17.9025,6.5325,86.315,19.375
"26",2019-01-26,51.9941666666667,10.8779166666667,77.7954166666667,51.6354166666667,NA,13.3304182773563,2.6653721155765,47.7451937921884,9.2668703873186,48.21,10.76,80.165,50.875,16.365,2.6625,77.5775,12.3125
"27",2019-01-27,44.6575,12.8304166666667,80.7175,42.1145833333333,NA,11.4147803688711,4.16089505334219,41.9104961689841,9.45584106537452,42.35,12.55,74.38,42.875,10.6775,5.515,40.8375,11
"28",2019-01-28,46.5541666666667,8.1825,81.4820833333333,38.78125,NA,13.4506977083191,1.58389517110302,43.3324478260974,7.9047703332696,42.485,8.525,66.295,39.375,18.9875,2.0325,69.875,10.25
"29",2019-01-29,50.32125,10.28625,69.08625,41.5520833333333,NA,19.4536209466203,1.94272961823441,38.3354013722247,11.7514983241423,51.9,10.045,70.86,40.5,26.8675,1.7575,47.005,15.9375
"30",2019-01-30,61.7341666666667,9.05875,90.8445833333333,57.2717391304348,NA,25.5833830099126,2.62451703631602,55.5351270724149,15.0680111651906,59.29,8.915,79.16,53.5,24.0825,3.79,78.87,14.75
"31",2019-01-31,70.9591666666667,11.83375,102.76875,52.8333333333333,NA,17.1746453457888,3.63814072498338,47.7401833581022,9.96670180789694,73.425,10.515,106.525,51.625,22.965,6.3725,55.305,12.9375
"32",2019-02-01,76.2254166666667,11.3929166666667,85.8595454545455,57.4270833333333,NA,22.8128867050805,5.77131021155257,58.1699658617312,10.4975357270447,77.46,9.32,85.85,53.5,27.29,7.3625,92.235,16
"33",2019-02-02,80.01125,10.7404166666667,83.0770833333333,52.3229166666667,NA,19.2151283950727,2.49973299298783,49.3715567190495,8.22789501273441,83.49,10.16,80.29,50.25,28.245,3.0375,71.8225,9.1875
"34",2019-02-03,68.3320833333333,10.1595833333333,95.6766666666667,43.8125,NA,11.2206978699369,2.30068322397966,49.3054549999655,12.303510015262,70.68,9.715,93.76,41.75,9.48249999999999,2.6525,82.91,15.1875
"35",2019-02-04,67.5845833333333,8.16875,62.5041666666667,41.5104166666667,NA,17.9729352032115,3.99735816291319,31.7372621372893,12.2222354317561,75.295,8.475,67.815,37.75,25.275,5.55,56.27,13.625
"36",2019-02-05,64.1008333333333,8.63833333333333,90.36375,44.945652173913,NA,13.536609271886,3.86624260543205,28.0962045730921,5.18134575892381,69.61,8.185,94.495,44.5,21.8475,4.5175,24.92,7
"37",2019-02-06,76.99125,12.3829166666667,121.479166666667,58.5340909090909,NA,17.8371964341495,5.04247478850947,52.6313728490053,9.41607524097609,76.3,11.66,136.415,56.375,30.8075,8.31,80.3775,12
"38",2019-02-07,75.7504166666667,12.6491304347826,82.3436842105263,57.6304347826087,NA,21.1051639012139,3.90579745441833,51.5422036577283,10.8938237206647,76.365,12.52,80.66,56.75,36.035,6.59,80.655,17.25
"39",2019-02-08,61.4266666666667,10.745,102.6825,53.125,NA,18.4441888260036,4.21600160877785,58.1720117410426,10.4655231074726,58.26,9.24,113.705,50.5,23.0275,7.7675,90.3225,16.625
"40",2019-02-09,81.655,13.8154166666667,56.247,74.2395833333333,NA,19.9811250064089,5.64881902175842,57.9264918123324,20.6321929705827,75.675,13.575,28.96,64.625,33.225,7.715,74.8025,26.4375
"41",2019-02-10,67.3245833333333,8.06173913043478,54.2541666666667,55.4583333333333,NA,11.9841181058667,2.50677382700611,47.0981013110024,15.2027362144384,65.18,8.12,29.645,58.375,15.2175,4.29,78.1175,24.375
"42",2019-02-11,59.9216666666667,8.117,47.1420833333333,46.4347826086956,NA,8.75816521715676,3.24366767718273,23.82372583922,10.3529248697981,60.3,8.75,45.715,47.75,14.13,3.4375,38.4925,7.375
"43",2019-02-12,70.8016666666667,7.7975,66.2483333333333,52.1145833333333,NA,16.8810559289211,2.26850889544116,30.669084372245,10.4979240097503,76.275,7.535,64.71,49.5,27.6,3.2325,42.455,16.5
"44",2019-02-13,74.2775,6.31875,74.8079166666667,52.4347826086956,NA,16.2831028049485,2.39834057214567,40.4991620932288,13.9023006171854,78.26,5.46,81.025,49.5,20.6275,2.8575,68.6275,11.5
"45",2019-02-14,67.8775,6.41458333333333,71.2345833333333,39.9270833333333,NA,11.050807662791,2.39207019521597,37.8585447226183,15.9954951482044,64.315,5.945,90.405,35.625,11.37,4.35,51.63,18.3125
"46",2019-02-15,64.5533333333333,5.61739130434783,74.6190909090909,34.6666666666667,NA,19.7645610971334,4.21291220523427,51.7831110460775,8.90341694706776,58,5.97,64.385,32.5,33.005,5.75,63.03,9
"47",2019-02-16,70.715,7.01833333333333,78.6313636363636,47.8152173913044,NA,25.7626301654835,3.78574289609877,46.7128786458861,21.5534770174444,63.275,7.34,67.03,40.5,31.005,4.395,54.6425,19.625
"48",2019-02-17,66.555,8.11125,71.3116666666667,43.6590909090909,NA,15.1453459632927,3.03587866014609,49.840234198161,10.799731438059,65.71,8.38,64.975,44.375,14.45,2.1075,80.5375,17.5625
"49",2019-02-18,75.3379166666667,7.92666666666667,54.5927272727273,44.7083333333333,NA,18.3418058897455,4.39389365475262,67.3890912594852,20.0097349496095,66.58,7.885,11.96,36.875,18.395,4.865,101.7,29.625
"50",2019-02-19,60.2508333333333,7.61,76.8195833333333,42.1666666666667,NA,16.1549491452018,1.88103453160512,48.6949488925179,7.25306032361313,57.28,7.67,59.855,42.25,19.8975,2.49,59.3725,10.4375
"51",2019-02-20,58.32125,6.48708333333333,49.1070833333333,35.5978260869565,NA,13.1792825932944,3.73227926534079,21.3109466623359,6.18637576124249,61.69,6.315,45.325,34.75,22.4675,4.9275,38.9575,6.125
"52",2019-02-21,65.3833333333333,8.153,43.45875,46.1458333333333,NA,11.6727079182565,3.42252461449762,26.2021247582677,10.9928130342418,66.79,7.95,41.33,45.125,15.1375,3.3575,48.235,14.5625
"53",2019-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2019-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2019-02-24,78.7558333333333,10.1183333333333,60.74375,45.59375,NA,11.2543942786678,6.28849513114964,37.0315402364337,17.6717984155301,78.425,10.19,61.165,44.5,11.82,8.0475,52.4575,20.125
"56",2019-02-25,74.5233333333333,13.5521739130435,82.9631818181818,39.3152173913044,NA,19.3852964599611,7.53843000083375,57.3561868117504,18.0142332285954,72.07,11.88,68.73,29,16.4575,8.405,88.19,25.875
"57",2019-02-26,73.8575,15.0169565217391,71.7195833333333,57.3804347826087,NA,23.1100618496717,7.44005219604284,57.8754876008508,16.1505469871515,65.015,14.15,48.865,51,13.905,11.79,95.7875,15.125
"58",2019-02-27,55.5316666666667,9.71208333333333,64.0416666666667,48.2386363636364,NA,24.961293107994,5.09670224084987,57.1951714035727,13.9901064686559,47.65,9.7,47.69,45.25,15.26,8.29,79.1575,14.5625
"59",2019-02-28,69.9658333333333,11.7179166666667,54.609,55.0416666666667,NA,21.8460520593473,5.70838283592203,52.0675760203179,16.08227262403,62.86,11.915,38.455,53,31.515,6.7025,59.68,23.1875
"60",2019-03-01,75.5891666666667,12.05625,48.9135,59.6086956521739,NA,28.6057157433336,5.62169540611464,62.5184113744861,10.9702143446151,70.775,10.585,22.07,57.5,43.1825,7.755,46.2225,14.875
"61",2019-03-02,54.7745833333333,7.17458333333333,60.2858333333333,40.4545454545455,NA,13.9464182651868,3.27101497234045,43.3978610890151,7.71348400515847,58.025,7.325,39.775,39,23.655,2.9425,65.2525,12
"62",2019-03-03,57.425652173913,8.48916666666667,73.48125,NA,NA,20.3351940389265,4.07397030646653,62.9881324441704,NA,49.08,9.11,49.085,NA,30.605,4.63,95.74,NA
"63",2019-03-04,48.5104166666667,11.5408333333333,82.3078947368421,39.2727272727273,NA,11.2470983617096,3.16310650368007,50.1411078389941,11.828866299104,50.05,10.43,64.05,41,16.4,3.64,75.24,17
"64",2019-03-05,60.49125,6.28,67.3970833333333,46.0476190476191,NA,24.2683575181848,2.52714480581648,45.2960272256578,14.2635065480975,55.15,6.315,56.775,43,22.87,3.1675,76.73,8
"65",2019-03-06,NA,7.65652173913043,56.9654166666667,53.7368421052632,NA,NA,3.42982189929296,53.7111253133607,10.6814590413231,NA,8.15,33.71,52,NA,5.53,74.215,12.5
"66",2019-03-07,NA,11.88125,37.7580952380952,70.8571428571429,NA,NA,4.10992363464441,56.7572910399226,22.8654449208532,NA,10.71,4.05,69,NA,6.61,67.44,31
"67",2019-03-08,NA,11.1408333333333,31.1361111111111,57.4090909090909,NA,NA,3.90915193367816,40.4737565138186,13.3938830775882,NA,11.19,16.75,55.5,NA,5.1125,28.53,17.5
"68",2019-03-09,NA,7.85375,64.0908333333333,52.55,NA,NA,3.86824059826776,54.1464954036063,9.37788552084665,NA,7.715,39.415,52.5,NA,3.0775,77.965,11.25
"69",2019-03-10,NA,9.38416666666667,64.75625,37,NA,NA,4.13711611030497,38.4850075622341,6.05853797156882,NA,9.145,54.575,37,NA,7.47,60.1625,7.5
"70",2019-03-11,NA,11.5145833333333,84.8045833333333,34.5454545454545,NA,NA,3.20409924826832,38.8804712329609,7.0671255874835,NA,11.315,84.885,35.75,NA,3.87,55.045,9.625
"71",2019-03-12,NA,15.6658333333333,103.3475,47.2272727272727,NA,NA,6.83130003329729,38.7321949276444,9.96628515680942,NA,13.56,118.16,47.5,NA,12.3975,59.03,12.25
"72",2019-03-13,69.25,18.8454166666667,97.0841666666667,51.3888888888889,NA,9.99635498786824,11.5723283062457,45.3364368209853,10.6998564525219,70.325,13.685,100.64,47,10.49,19.805,66.98,12
"73",2019-03-14,61.27375,10.7465217391304,101.34875,44.125,NA,7.5724034508034,6.03580122624062,52.2603150053319,8.29649596143427,63.765,10.5,93.59,45.625,7.825,7.38,103.8625,13
